PF00001 > 7tm_1 > GO:G-protein coupled receptor activity ; GO:0004930
PF00070 > Pyr_redox > GO:oxidoreductase activity ; GO:0016491
PF00070 > Pyr_redox > GO:oxidation-reduction process ; GO:0055114
PF00071 > Ras > GO:GTPase activity ; GO:0003924
PF00071 > Ras > GO:GTP binding ; GO:0005525
PF00072 > Response_reg > GO:phosphorelay signal transduction system ; GO:0000160
PF00073 > Rhv > GO:structural molecule activity ; GO:0005198
PF00073 > Rhv > GO:viral capsid ; GO:0019028
PF00075 > RNase_H > GO:nucleic acid binding ; GO:0003676
PF00075 > RNase_H > GO:RNA-DNA hybrid ribonuclease activity ; GO:0004523
PF00076 > RRM_1 > GO:nucleic acid binding ; GO:0003676
PF00080 > Sod_Cu > GO:metal ion binding ; GO:0046872
PF00080 > Sod_Cu > GO:superoxide metabolic process ; GO:0006801
PF00080 > Sod_Cu > GO:oxidation-reduction process ; GO:0055114
PF00081 > Sod_Fe_N > GO:superoxide dismutase activity ; GO:0004784
PF00081 > Sod_Fe_N > GO:metal ion binding ; GO:0046872
PF00081 > Sod_Fe_N > GO:superoxide metabolic process ; GO:0006801
PF00081 > Sod_Fe_N > GO:oxidation-reduction process ; GO:0055114
PF00082 > Peptidase_S8 > GO:serine-type endopeptidase activity ; GO:0004252
PF00082 > Peptidase_S8 > GO:proteolysis ; GO:0006508
PF00083 > Sugar_tr > GO:transmembrane transporter activity ; GO:0022857
PF00083 > Sugar_tr > GO:transmembrane transport ; GO:0055085
PF00083 > Sugar_tr > GO:integral component of membrane ; GO:0016021
PF00085 > Thioredoxin > GO:cell redox homeostasis ; GO:0045454
PF00089 > Trypsin > GO:serine-type endopeptidase activity ; GO:0004252
PF00089 > Trypsin > GO:proteolysis ; GO:0006508
PF00091 > Tubulin > GO:GTPase activity ; GO:0003924
PF00093 > VWC > GO:protein binding ; GO:0005515
PF00095 > WAP > GO:peptidase inhibitor activity ; GO:0030414
PF00095 > WAP > GO:extracellular region ; GO:0005576
PF00097 > zf-C3HC4 > GO:metal ion binding ; GO:0046872
PF00098 > zf-CCHC > GO:nucleic acid binding ; GO:0003676
PF00098 > zf-CCHC > GO:zinc ion binding ; GO:0008270
PF00102 > Y_phosphatase > GO:protein tyrosine phosphatase activity ; GO:0004725
PF00102 > Y_phosphatase > GO:protein dephosphorylation ; GO:0006470
PF00103 > Hormone_1 > GO:hormone activity ; GO:0005179
PF00103 > Hormone_1 > GO:extracellular region ; GO:0005576
PF00104 > Hormone_recep > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00104 > Hormone_recep > GO:steroid hormone mediated signaling pathway ; GO:0043401
PF00105 > zf-C4 > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00105 > zf-C4 > GO:zinc ion binding ; GO:0008270
PF00105 > zf-C4 > GO:sequence-specific DNA binding ; GO:0043565
PF00105 > zf-C4 > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00105 > zf-C4 > GO:nucleus ; GO:0005634
PF00107 > ADH_zinc_N > GO:oxidation-reduction process ; GO:0055114
PF00108 > Thiolase_N > GO:transferase activity, transferring acyl groups other than amino-acyl groups ; GO:0016747
PF00108 > Thiolase_N > GO:metabolic process ; GO:0008152
PF00110 > wnt > GO:receptor binding ; GO:0005102
PF00110 > wnt > GO:multicellular organism development ; GO:0007275
PF00110 > wnt > GO:Wnt signaling pathway ; GO:0016055
PF00110 > wnt > GO:extracellular region ; GO:0005576
PF00111 > Fer2 > GO:electron carrier activity ; GO:0009055
PF00111 > Fer2 > GO:iron-sulfur cluster binding ; GO:0051536
PF00112 > Peptidase_C1 > GO:cysteine-type peptidase activity ; GO:0008234
PF00112 > Peptidase_C1 > GO:proteolysis ; GO:0006508
PF00114 > Pilin > GO:cell adhesion ; GO:0007155
PF00114 > Pilin > GO:pilus ; GO:0009289
PF00115 > COX1 > GO:cytochrome-c oxidase activity ; GO:0004129
PF00115 > COX1 > GO:iron ion binding ; GO:0005506
PF00115 > COX1 > GO:electron carrier activity ; GO:0009055
PF00115 > COX1 > GO:heme binding ; GO:0020037
PF00115 > COX1 > GO:aerobic respiration ; GO:0009060
PF00115 > COX1 > GO:oxidation-reduction process ; GO:0055114
PF00115 > COX1 > GO:integral component of membrane ; GO:0016021
PF00116 > COX2 > GO:cytochrome-c oxidase activity ; GO:0004129
PF00116 > COX2 > GO:copper ion binding ; GO:0005507
PF00116 > COX2 > GO:membrane ; GO:0016020
PF00118 > Cpn60_TCP1 > GO:ATP binding ; GO:0005524
PF00119 > ATP-synt_A > GO:hydrogen ion transmembrane transporter activity ; GO:0015078
PF00119 > ATP-synt_A > GO:ATP synthesis coupled proton transport ; GO:0015986
PF00119 > ATP-synt_A > GO:proton-transporting ATP synthase complex, coupling factor F(o) ; GO:0045263
PF00120 > Gln-synt_C > GO:glutamate-ammonia ligase activity ; GO:0004356
PF00120 > Gln-synt_C > GO:nitrogen compound metabolic process ; GO:0006807
PF00121 > TIM > GO:triose-phosphate isomerase activity ; GO:0004807
PF00121 > TIM > GO:metabolic process ; GO:0008152
PF00123 > Hormone_2 > GO:hormone activity ; GO:0005179
PF00123 > Hormone_2 > GO:extracellular region ; GO:0005576
PF00124 > Photo_RC > GO:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity ; GO:0045156
PF00124 > Photo_RC > GO:photosynthetic electron transport in photosystem II ; GO:0009772
PF00124 > Photo_RC > GO:photosynthesis, light reaction ; GO:0019684
PF00125 > Histone > GO:DNA binding ; GO:0003677
PF00126 > HTH_1 > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00126 > HTH_1 > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00127 > Copper-bind > GO:copper ion binding ; GO:0005507
PF00127 > Copper-bind > GO:electron carrier activity ; GO:0009055
PF00128 > Alpha-amylase > GO:catalytic activity ; GO:0003824
PF00128 > Alpha-amylase > GO:carbohydrate metabolic process ; GO:0005975
PF00130 > C1_1 > GO:intracellular signal transduction ; GO:0035556
PF00131 > Metallothio > GO:metal ion binding ; GO:0046872
PF00133 > tRNA-synt_1 > GO:nucleotide binding ; GO:0000166
PF00133 > tRNA-synt_1 > GO:aminoacyl-tRNA ligase activity ; GO:0004812
PF00133 > tRNA-synt_1 > GO:ATP binding ; GO:0005524
PF00133 > tRNA-synt_1 > GO:tRNA aminoacylation for protein translation ; GO:0006418
PF00136 > DNA_pol_B > GO:nucleotide binding ; GO:0000166
PF00136 > DNA_pol_B > GO:DNA binding ; GO:0003677
PF00137 > ATP-synt_C > GO:hydrogen ion transmembrane transporter activity ; GO:0015078
PF00137 > ATP-synt_C > GO:ATP hydrolysis coupled proton transport ; GO:0015991
PF00137 > ATP-synt_C > GO:proton-transporting two-sector ATPase complex, proton-transporting domain ; GO:0033177
PF00139 > Lectin_legB > GO:carbohydrate binding ; GO:0030246
PF00140 > Sigma70_r1_2 > GO:DNA binding ; GO:0003677
PF00140 > Sigma70_r1_2 > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00140 > Sigma70_r1_2 > GO:sigma factor activity ; GO:0016987
PF00140 > Sigma70_r1_2 > GO:DNA-templated transcription, initiation ; GO:0006352
PF00140 > Sigma70_r1_2 > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00141 > peroxidase > GO:peroxidase activity ; GO:0004601
PF00141 > peroxidase > GO:heme binding ; GO:0020037
PF00141 > peroxidase > GO:response to oxidative stress ; GO:0006979
PF00141 > peroxidase > GO:oxidation-reduction process ; GO:0055114
PF00142 > Fer4_NifH > GO:ATP binding ; GO:0005524
PF00142 > Fer4_NifH > GO:oxidoreductase activity ; GO:0016491
PF00142 > Fer4_NifH > GO:oxidation-reduction process ; GO:0055114
PF00143 > Interferon > GO:cytokine receptor binding ; GO:0005126
PF00143 > Interferon > GO:defense response ; GO:0006952
PF00143 > Interferon > GO:extracellular region ; GO:0005576
PF00146 > NADHdh > GO:oxidation-reduction process ; GO:0055114
PF00146 > NADHdh > GO:membrane ; GO:0016020
PF00148 > Oxidored_nitro > GO:oxidoreductase activity ; GO:0016491
PF00148 > Oxidored_nitro > GO:oxidation-reduction process ; GO:0055114
PF00149 > Metallophos > GO:hydrolase activity ; GO:0016787
PF00150 > Cellulase > GO:hydrolase activity, hydrolyzing O-glycosyl compounds ; GO:0004553
PF00150 > Cellulase > GO:carbohydrate metabolic process ; GO:0005975
PF00152 > tRNA-synt_2 > GO:nucleotide binding ; GO:0000166
PF00152 > tRNA-synt_2 > GO:aminoacyl-tRNA ligase activity ; GO:0004812
PF00152 > tRNA-synt_2 > GO:ATP binding ; GO:0005524
PF00152 > tRNA-synt_2 > GO:tRNA aminoacylation for protein translation ; GO:0006418
PF00154 > RecA > GO:single-stranded DNA binding ; GO:0003697
PF00154 > RecA > GO:ATP binding ; GO:0005524
PF00154 > RecA > GO:DNA repair ; GO:0006281
PF00155 > Aminotran_1_2 > GO:pyridoxal phosphate binding ; GO:0030170
PF00155 > Aminotran_1_2 > GO:biosynthetic process ; GO:0009058
PF00156 > Pribosyltran > GO:nucleoside metabolic process ; GO:0009116
PF00157 > Pou > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00157 > Pou > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00158 > Sigma54_activat > GO:ATP binding ; GO:0005524
PF00158 > Sigma54_activat > GO:transcription factor binding ; GO:0008134
PF00158 > Sigma54_activat > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00159 > Hormone_3 > GO:hormone activity ; GO:0005179
PF00159 > Hormone_3 > GO:extracellular region ; GO:0005576
PF00160 > Pro_isomerase > GO:peptidyl-prolyl cis-trans isomerase activity ; GO:0003755
PF00160 > Pro_isomerase > GO:protein peptidyl-prolyl isomerization ; GO:0000413
PF00160 > Pro_isomerase > GO:protein folding ; GO:0006457
PF00161 > RIP > GO:rRNA N-glycosylase activity ; GO:0030598
PF00161 > RIP > GO:negative regulation of translation ; GO:0017148
PF00162 > PGK > GO:phosphoglycerate kinase activity ; GO:0004618
PF00162 > PGK > GO:glycolytic process ; GO:0006096
PF00163 > Ribosomal_S4 > GO:rRNA binding ; GO:0019843
PF00163 > Ribosomal_S4 > GO:intracellular ; GO:0005622
PF00164 > Ribosom_S12_S23 > GO:structural constituent of ribosome ; GO:0003735
PF00164 > Ribosom_S12_S23 > GO:translation ; GO:0006412
PF00164 > Ribosom_S12_S23 > GO:intracellular ; GO:0005622
PF00164 > Ribosom_S12_S23 > GO:ribosome ; GO:0005840
PF00165 > HTH_AraC > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00165 > HTH_AraC > GO:sequence-specific DNA binding ; GO:0043565
PF00165 > HTH_AraC > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00166 > Cpn10 > GO:protein folding ; GO:0006457
PF00166 > Cpn10 > GO:cytoplasm ; GO:0005737
PF00167 > FGF > GO:growth factor activity ; GO:0008083
PF00170 > bZIP_1 > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00170 > bZIP_1 > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00171 > Aldedh > GO:oxidoreductase activity ; GO:0016491
PF00171 > Aldedh > GO:metabolic process ; GO:0008152
PF00171 > Aldedh > GO:oxidation-reduction process ; GO:0055114
PF00172 > Zn_clus > GO:RNA polymerase II transcription factor activity, sequence-specific DNA binding ; GO:0000981
PF00172 > Zn_clus > GO:zinc ion binding ; GO:0008270
PF00172 > Zn_clus > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00172 > Zn_clus > GO:nucleus ; GO:0005634
PF00174 > Oxidored_molyb > GO:nitrate assimilation ; GO:0042128
PF00175 > NAD_binding_1 > GO:oxidoreductase activity ; GO:0016491
PF00175 > NAD_binding_1 > GO:oxidation-reduction process ; GO:0055114
PF00176 > SNF2_N > GO:ATP binding ; GO:0005524
PF00178 > Ets > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00178 > Ets > GO:sequence-specific DNA binding ; GO:0043565
PF00178 > Ets > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00180 > Iso_dh > GO:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ; GO:0016616
PF00180 > Iso_dh > GO:oxidation-reduction process ; GO:0055114
PF00181 > Ribosomal_L2 > GO:structural constituent of ribosome ; GO:0003735
PF00181 > Ribosomal_L2 > GO:translation ; GO:0006412
PF00181 > Ribosomal_L2 > GO:intracellular ; GO:0005622
PF00181 > Ribosomal_L2 > GO:ribosome ; GO:0005840
PF00182 > Glyco_hydro_19 > GO:chitinase activity ; GO:0004568
PF00182 > Glyco_hydro_19 > GO:chitin catabolic process ; GO:0006032
PF00182 > Glyco_hydro_19 > GO:cell wall macromolecule catabolic process ; GO:0016998
PF00183 > HSP90 > GO:ATP binding ; GO:0005524
PF00183 > HSP90 > GO:unfolded protein binding ; GO:0051082
PF00183 > HSP90 > GO:protein folding ; GO:0006457
PF00183 > HSP90 > GO:response to stress ; GO:0006950
PF00184 > Hormone_5 > GO:neurohypophyseal hormone activity ; GO:0005185
PF00184 > Hormone_5 > GO:extracellular region ; GO:0005576
PF00185 > OTCace > GO:amino acid binding ; GO:0016597
PF00185 > OTCace > GO:carboxyl- or carbamoyltransferase activity ; GO:0016743
PF00185 > OTCace > GO:cellular amino acid metabolic process ; GO:0006520
PF00186 > DHFR_1 > GO:dihydrofolate reductase activity ; GO:0004146
PF00186 > DHFR_1 > GO:glycine biosynthetic process ; GO:0006545
PF00186 > DHFR_1 > GO:nucleotide biosynthetic process ; GO:0009165
PF00186 > DHFR_1 > GO:oxidation-reduction process ; GO:0055114
PF00187 > Chitin_bind_1 > GO:chitin binding ; GO:0008061
PF00189 > Ribosomal_S3_C > GO:structural constituent of ribosome ; GO:0003735
PF00189 > Ribosomal_S3_C > GO:translation ; GO:0006412
PF00189 > Ribosomal_S3_C > GO:ribosome ; GO:0005840
PF00190 > Cupin_1 > GO:nutrient reservoir activity ; GO:0045735
PF00191 > Annexin > GO:calcium ion binding ; GO:0005509
PF00191 > Annexin > GO:calcium-dependent phospholipid binding ; GO:0005544
PF00193 > Xlink > GO:hyaluronic acid binding ; GO:0005540
PF00193 > Xlink > GO:cell adhesion ; GO:0007155
PF00196 > GerE > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00197 > Kunitz_legume > GO:endopeptidase inhibitor activity ; GO:0004866
PF00198 > 2-oxoacid_dh > GO:transferase activity, transferring acyl groups ; GO:0016746
PF00198 > 2-oxoacid_dh > GO:metabolic process ; GO:0008152
PF00199 > Catalase > GO:catalase activity ; GO:0004096
PF00199 > Catalase > GO:heme binding ; GO:0020037
PF00199 > Catalase > GO:oxidation-reduction process ; GO:0055114
PF00201 > UDPGT > GO:transferase activity, transferring hexosyl groups ; GO:0016758
PF00201 > UDPGT > GO:metabolic process ; GO:0008152
PF00202 > Aminotran_3 > GO:transaminase activity ; GO:0008483
PF00202 > Aminotran_3 > GO:pyridoxal phosphate binding ; GO:0030170
PF00203 > Ribosomal_S19 > GO:structural constituent of ribosome ; GO:0003735
PF00203 > Ribosomal_S19 > GO:translation ; GO:0006412
PF00203 > Ribosomal_S19 > GO:ribosome ; GO:0005840
PF00204 > DNA_gyraseB > GO:DNA binding ; GO:0003677
PF00204 > DNA_gyraseB > GO:DNA topoisomerase type II (ATP-hydrolyzing) activity ; GO:0003918
PF00204 > DNA_gyraseB > GO:ATP binding ; GO:0005524
PF00204 > DNA_gyraseB > GO:DNA topological change ; GO:0006265
PF00205 > TPP_enzyme_M > GO:magnesium ion binding ; GO:0000287
PF00205 > TPP_enzyme_M > GO:thiamine pyrophosphate binding ; GO:0030976
PF00207 > A2M > GO:endopeptidase inhibitor activity ; GO:0004866
PF00208 > ELFV_dehydrog > GO:oxidoreductase activity ; GO:0016491
PF00208 > ELFV_dehydrog > GO:cellular amino acid metabolic process ; GO:0006520
PF00208 > ELFV_dehydrog > GO:oxidation-reduction process ; GO:0055114
PF00209 > SNF > GO:neurotransmitter:sodium symporter activity ; GO:0005328
PF00209 > SNF > GO:neurotransmitter transport ; GO:0006836
PF00209 > SNF > GO:integral component of membrane ; GO:0016021
PF00210 > Ferritin > GO:ferric iron binding ; GO:0008199
PF00210 > Ferritin > GO:cellular iron ion homeostasis ; GO:0006879
PF00211 > Guanylate_cyc > GO:phosphorus-oxygen lyase activity ; GO:0016849
PF00211 > Guanylate_cyc > GO:cyclic nucleotide biosynthetic process ; GO:0009190
PF00211 > Guanylate_cyc > GO:intracellular signal transduction ; GO:0035556
PF00212 > ANP > GO:hormone activity ; GO:0005179
PF00212 > ANP > GO:extracellular region ; GO:0005576
PF00213 > OSCP > GO:proton-transporting ATP synthase activity, rotational mechanism ; GO:0046933
PF00213 > OSCP > GO:ATP synthesis coupled proton transport ; GO:0015986
PF00214 > Calc_CGRP_IAPP > GO:hormone activity ; GO:0005179
PF00214 > Calc_CGRP_IAPP > GO:extracellular region ; GO:0005576
PF00215 > OMPdecase > GO:orotidine-5'-phosphate decarboxylase activity ; GO:0004590
PF00215 > OMPdecase > GO:'de novo' pyrimidine nucleobase biosynthetic process ; GO:0006207
PF00216 > Bac_DNA_binding > GO:DNA binding ; GO:0003677
PF00217 > ATP-gua_Ptrans > GO:kinase activity ; GO:0016301
PF00217 > ATP-gua_Ptrans > GO:transferase activity, transferring phosphorus-containing groups ; GO:0016772
PF00218 > IGPS > GO:indole-3-glycerol-phosphate synthase activity ; GO:0004425
PF00219 > IGFBP > GO:insulin-like growth factor binding ; GO:0005520
PF00219 > IGFBP > GO:regulation of cell growth ; GO:0001558
PF00219 > IGFBP > GO:extracellular region ; GO:0005576
PF00220 > Hormone_4 > GO:neurohypophyseal hormone activity ; GO:0005185
PF00220 > Hormone_4 > GO:extracellular region ; GO:0005576
PF00223 > PsaA_PsaB > GO:photosynthesis ; GO:0015979
PF00223 > PsaA_PsaB > GO:photosystem I ; GO:0009522
PF00223 > PsaA_PsaB > GO:thylakoid ; GO:0009579
PF00223 > PsaA_PsaB > GO:integral component of membrane ; GO:0016021
PF00224 > PK > GO:magnesium ion binding ; GO:0000287
PF00224 > PK > GO:pyruvate kinase activity ; GO:0004743
PF00224 > PK > GO:potassium ion binding ; GO:0030955
PF00224 > PK > GO:glycolytic process ; GO:0006096
PF00225 > Kinesin > GO:microtubule motor activity ; GO:0003777
PF00225 > Kinesin > GO:ATP binding ; GO:0005524
PF00225 > Kinesin > GO:microtubule binding ; GO:0008017
PF00225 > Kinesin > GO:microtubule-based movement ; GO:0007018
PF00227 > Proteasome > GO:threonine-type endopeptidase activity ; GO:0004298
PF00227 > Proteasome > GO:proteolysis involved in cellular protein catabolic process ; GO:0051603
PF00227 > Proteasome > GO:proteasome core complex ; GO:0005839
PF00228 > Bowman-Birk_leg > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
PF00228 > Bowman-Birk_leg > GO:extracellular region ; GO:0005576
PF00229 > TNF > GO:tumor necrosis factor receptor binding ; GO:0005164
PF00229 > TNF > GO:immune response ; GO:0006955
PF00229 > TNF > GO:membrane ; GO:0016020
PF00230 > MIP > GO:transporter activity ; GO:0005215
PF00230 > MIP > GO:transport ; GO:0006810
PF00230 > MIP > GO:membrane ; GO:0016020
PF00231 > ATP-synt > GO:proton-transporting ATP synthase activity, rotational mechanism ; GO:0046933
PF00231 > ATP-synt > GO:ATP synthesis coupled proton transport ; GO:0015986
PF00231 > ATP-synt > GO:proton-transporting ATP synthase complex, catalytic core F(1) ; GO:0045261
PF00232 > Glyco_hydro_1 > GO:hydrolase activity, hydrolyzing O-glycosyl compounds ; GO:0004553
PF00232 > Glyco_hydro_1 > GO:carbohydrate metabolic process ; GO:0005975
PF00233 > PDEase_I > GO:3',5'-cyclic-nucleotide phosphodiesterase activity ; GO:0004114
PF00233 > PDEase_I > GO:signal transduction ; GO:0007165
PF00236 > Hormone_6 > GO:hormone activity ; GO:0005179
PF00236 > Hormone_6 > GO:extracellular region ; GO:0005576
PF00237 > Ribosomal_L22 > GO:structural constituent of ribosome ; GO:0003735
PF00237 > Ribosomal_L22 > GO:translation ; GO:0006412
PF00237 > Ribosomal_L22 > GO:ribosome ; GO:0005840
PF00238 > Ribosomal_L14 > GO:structural constituent of ribosome ; GO:0003735
PF00238 > Ribosomal_L14 > GO:translation ; GO:0006412
PF00238 > Ribosomal_L14 > GO:ribosome ; GO:0005840
PF00239 > Resolvase > GO:recombinase activity ; GO:0000150
PF00239 > Resolvase > GO:DNA binding ; GO:0003677
PF00239 > Resolvase > GO:DNA recombination ; GO:0006310
PF00240 > ubiquitin > GO:protein binding ; GO:0005515
PF00241 > Cofilin_ADF > GO:actin binding ; GO:0003779
PF00241 > Cofilin_ADF > GO:intracellular ; GO:0005622
PF00242 > DNA_pol_viral_N > GO:DNA binding ; GO:0003677
PF00242 > DNA_pol_viral_N > GO:DNA-directed DNA polymerase activity ; GO:0003887
PF00242 > DNA_pol_viral_N > GO:DNA replication ; GO:0006260
PF00243 > NGF > GO:receptor binding ; GO:0005102
PF00245 > Alk_phosphatase > GO:phosphatase activity ; GO:0016791
PF00245 > Alk_phosphatase > GO:metabolic process ; GO:0008152
PF00246 > Peptidase_M14 > GO:metallocarboxypeptidase activity ; GO:0004181
PF00246 > Peptidase_M14 > GO:zinc ion binding ; GO:0008270
PF00246 > Peptidase_M14 > GO:proteolysis ; GO:0006508
PF00250 > Forkhead > GO:transcription factor activity, sequence-specific DNA binding ; GO:0003700
PF00250 > Forkhead > GO:sequence-specific DNA binding ; GO:0043565
PF00250 > Forkhead > GO:regulation of transcription, DNA-templated ; GO:0006355
PF00252 > Ribosomal_L16 > GO:structural constituent of ribosome ; GO:0003735
PF00252 > Ribosomal_L16 > GO:translation ; GO:0006412
PF00252 > Ribosomal_L16 > GO:ribosome ; GO:0005840
PF00253 > Ribosomal_S14 > GO:structural constituent of ribosome ; GO:0003735
PF00253 > Ribosomal_S14 > GO:translation ; GO:0006412
PF00253 > Ribosomal_S14 > GO:intracellular ; GO:0005622
PF00253 > Ribosomal_S14 > GO:ribosome ; GO:0005840
PF00255 > GSHPx > GO:glutathione peroxidase activity ; GO:0004602
PF00255 > GSHPx > GO:response to oxidative stress ; GO:0006979
PF00255 > GSHPx > GO:oxidation-reduction process ; GO:0055114
PF00257 > Dehydrin > GO:response to stress ; GO:0006950
PF00257 > Dehydrin > GO:response to water ; GO:0009415
PF00258 > Flavodoxin_1 > GO:FMN binding ; GO:0010181
PF00260 > Protamine_P1 > GO:DNA binding ; GO:0003677
PF00260 > Protamine_P1 > GO:spermatogenesis ; GO:0007283
PF00260 > Protamine_P1 > GO:nucleosome ; GO:0000786
